"scenario","replicate","adjusted_rand_index","withinss","class_name"
"zclr_noise_sd_0.03",5,1,11.440886978088,"high_potassium"
"zclr_noise_sd_0.03",6,1,11.1568433440587,"high_potassium"
"zclr_noise_sd_0.03",7,1,11.3233149115772,"high_potassium"
"zclr_noise_sd_0.03",8,1,11.2736333366121,"high_potassium"
"zclr_noise_sd_0.03",9,1,11.3475514253935,"high_potassium"
"zclr_noise_sd_0.03",10,1,11.3402637825359,"high_potassium"
"zclr_noise_sd_0.03",11,1,11.2909308614853,"high_potassium"
"zclr_noise_sd_0.03",12,1,11.4151057028996,"high_potassium"
"zclr_noise_sd_0.03",13,1,11.0997929255347,"high_potassium"
"zclr_noise_sd_0.03",14,1,11.692487027973,"high_potassium"
"zclr_noise_sd_0.03",15,1,11.5537047681646,"high_potassium"
"zclr_noise_sd_0.03",16,1,11.3697337757889,"high_potassium"
"zclr_noise_sd_0.03",17,1,11.0310789214834,"high_potassium"
"zclr_noise_sd_0.03",18,1,11.2825325382448,"high_potassium"
"zclr_noise_sd_0.03",19,1,11.2855983459225,"high_potassium"
"zclr_noise_sd_0.03",20,1,11.3323744341212,"high_potassium"
"zclr_noise_sd_0.03",21,1,11.1535706642238,"high_potassium"
"zclr_noise_sd_0.03",22,1,11.4489701440709,"high_potassium"
"zclr_noise_sd_0.03",23,1,11.2073198137754,"high_potassium"
"zclr_noise_sd_0.03",24,1,11.1916440170386,"high_potassium"
"zclr_noise_sd_0.03",25,1,11.5642726513311,"high_potassium"
"zclr_noise_sd_0.03",26,1,11.1727033485841,"high_potassium"
"zclr_noise_sd_0.03",27,1,11.4959241072849,"high_potassium"
"zclr_noise_sd_0.03",28,1,11.1565224676736,"high_potassium"
"zclr_noise_sd_0.03",29,1,11.4169971423199,"high_potassium"
"zclr_noise_sd_0.03",30,1,11.5076276705067,"high_potassium"
"zclr_noise_sd_0.03",31,1,11.8045709702406,"high_potassium"
"zclr_noise_sd_0.03",32,1,11.5509279323466,"high_potassium"
"zclr_noise_sd_0.03",33,1,11.2661786632273,"high_potassium"
"zclr_noise_sd_0.03",34,1,11.4425109822679,"high_potassium"
"zclr_noise_sd_0.03",35,1,11.3815626594544,"high_potassium"
"zclr_noise_sd_0.03",36,1,11.3507120056,"high_potassium"
"zclr_noise_sd_0.03",37,1,11.3888355843267,"high_potassium"
"zclr_noise_sd_0.03",38,1,11.5132168078891,"high_potassium"
"zclr_noise_sd_0.03",39,1,11.2907606739217,"high_potassium"
"zclr_noise_sd_0.03",40,1,11.3036220995338,"high_potassium"
"zclr_noise_sd_0.03",41,1,11.3567621949309,"high_potassium"
"zclr_noise_sd_0.03",42,1,11.3165518898353,"high_potassium"
"zclr_noise_sd_0.03",43,1,11.047105893996,"high_potassium"
"zclr_noise_sd_0.03",44,1,11.3151472657146,"high_potassium"
"zclr_noise_sd_0.03",45,1,11.4159088103643,"high_potassium"
"zclr_noise_sd_0.03",46,1,11.0715453842093,"high_potassium"
"zclr_noise_sd_0.03",47,1,11.6043136288695,"high_potassium"
"zclr_noise_sd_0.03",48,1,11.3683481795089,"high_potassium"
"zclr_noise_sd_0.03",49,1,11.4637294778558,"high_potassium"
"zclr_noise_sd_0.03",50,1,11.53712680115,"high_potassium"
"zclr_noise_sd_0.03",51,1,11.315843943307,"high_potassium"
"zclr_noise_sd_0.03",52,1,11.3500356415941,"high_potassium"
"zclr_noise_sd_0.03",53,1,11.0161807701697,"high_potassium"
"zclr_noise_sd_0.03",54,1,11.2445946596233,"high_potassium"
"zclr_noise_sd_0.03",55,1,11.3163661649162,"high_potassium"
"zclr_noise_sd_0.03",56,1,11.2938713910907,"high_potassium"
"zclr_noise_sd_0.03",57,1,11.3834989894754,"high_potassium"
"zclr_noise_sd_0.03",58,1,11.6469716607747,"high_potassium"
"zclr_noise_sd_0.03",59,1,11.0011076890496,"high_potassium"
"zclr_noise_sd_0.03",60,1,11.3908888643898,"high_potassium"
"zclr_noise_sd_0.03",61,1,11.6266021236774,"high_potassium"
"zclr_noise_sd_0.03",62,1,11.0181115742955,"high_potassium"
"zclr_noise_sd_0.03",63,1,11.0703146736941,"high_potassium"
"zclr_noise_sd_0.03",64,1,11.3858572457361,"high_potassium"
"zclr_noise_sd_0.03",65,1,11.4937470118432,"high_potassium"
"zclr_noise_sd_0.03",66,1,11.2484444948312,"high_potassium"
"zclr_noise_sd_0.03",67,1,11.0602654158565,"high_potassium"
"zclr_noise_sd_0.03",68,1,10.8746345017809,"high_potassium"
"zclr_noise_sd_0.03",69,1,11.4019623065886,"high_potassium"
"zclr_noise_sd_0.03",70,1,10.7784080214584,"high_potassium"
"zclr_noise_sd_0.03",71,1,11.5340337724843,"high_potassium"
"zclr_noise_sd_0.03",72,1,11.4196637842952,"high_potassium"
"zclr_noise_sd_0.03",73,1,11.1553956279779,"high_potassium"
"zclr_noise_sd_0.03",74,1,11.6087685641403,"high_potassium"
